soc_code,title,task_id,task,task_type,Incumbents Responding,Date,Domain Source,SOC Title
11-0000,Natural Sciences Managers,7218,Make presentations at professional meetings to further knowledge in the field.,Core,68.0,07/2014,Incumbent,Management Occupations
11-0000,Natural Sciences Managers,7212,Develop innovative technology or train staff for its implementation.,Core,70.0,07/2014,Incumbent,Management Occupations
11-0000,Clinical Research Coordinators,15614,"Maintain required records of study activity including case report forms, drug dispensation records, or regulatory forms.",Core,71.0,07/2011,Incumbent,Management Occupations
11-0000,Clinical Research Coordinators,15597,Oversee subject enrollment to ensure that informed consent is properly obtained and documented.,Core,72.0,07/2011,Incumbent,Management Occupations
11-0000,Clinical Research Coordinators,15613,"Monitor study activities to ensure compliance with protocols and with all relevant local, federal, and state regulatory and institutional polices.",Core,72.0,07/2011,Incumbent,Management Occupations
11-0000,Clinical Research Coordinators,15594,Record adverse event and side effect data and confer with investigators regarding the reporting of events to oversight agencies.,Core,73.0,07/2011,Incumbent,Management Occupations
11-0000,Clinical Research Coordinators,15610,"Assess eligibility of potential subjects through methods such as screening interviews, reviews of medical records, and discussions with physicians and nurses.",Core,74.0,07/2011,Incumbent,Management Occupations
11-0000,Clinical Research Coordinators,15585,"Prepare for or participate in quality assurance audits conducted by study sponsors, federal agencies, or specially designated review groups.",Core,72.0,07/2011,Incumbent,Management Occupations
11-0000,Clinical Research Coordinators,15603,"Identify protocol problems, inform investigators of problems, or assist in problem resolution efforts such as protocol revisions.",Core,72.0,07/2011,Incumbent,Management Occupations
11-0000,Clinical Research Coordinators,15595,"Prepare study-related documentation such as protocol worksheets, procedural manuals, adverse event reports, institutional review board documents, and progress reports.",Core,74.0,07/2011,Incumbent,Management Occupations
11-0000,Clinical Research Coordinators,15592,Track enrollment status of subjects and document dropout information such as dropout causes and subject contact efforts.,Core,74.0,07/2011,Incumbent,Management Occupations
11-0000,Clinical Research Coordinators,15593,"Review proposed study protocols to evaluate factors such as sample collection processes, data management plans, and potential subject risks.",Core,70.0,07/2011,Incumbent,Management Occupations
11-0000,Clinical Research Coordinators,15609,"Code, evaluate, or interpret collected study data.",Core,74.0,07/2011,Incumbent,Management Occupations
11-0000,Clinical Research Coordinators,15586,Participate in preparation and management of research budgets and monetary disbursements.,Core,73.0,07/2011,Incumbent,Management Occupations
11-0000,Clinical Research Coordinators,15596,Participate in the development of study protocols including guidelines for administration or data collection procedures.,Core,71.0,07/2011,Incumbent,Management Occupations
11-0000,Clinical Research Coordinators,15601,"Instruct research staff in scientific and procedural aspects of studies including standards of care, informed consent procedures, or documentation procedures.",Core,72.0,07/2011,Incumbent,Management Occupations
11-0000,Clinical Research Coordinators,15607,Communicate with laboratories or investigators regarding laboratory findings.,Core,72.0,07/2011,Incumbent,Management Occupations
11-0000,Clinical Research Coordinators,15583,"Review scientific literature, participate in continuing education activities, or attend conferences and seminars to maintain current knowledge of clinical studies affairs and issues.",Core,71.0,07/2011,Incumbent,Management Occupations
11-0000,Clinical Research Coordinators,15598,Order drugs or devices necessary for study completion.,Core,72.0,07/2011,Incumbent,Management Occupations
11-0000,Clinical Research Coordinators,15591,Confer with health care professionals to determine the best recruitment practices for studies.,Core,72.0,07/2011,Incumbent,Management Occupations
11-0000,Clinical Research Coordinators,15608,"Collaborate with investigators to prepare presentations or reports of clinical study procedures, results, and conclusions.",Core,72.0,07/2011,Incumbent,Management Occupations
11-0000,Water Resource Specialists,15618,"Perform hydrologic, hydraulic, or water quality modeling.",Core,29.0,07/2012,Occupational Expert,Management Occupations
11-0000,Water Resource Specialists,15631,"Conduct, or oversee the conduct of, investigations on matters such as water storage, wastewater discharge, pollutants, permits, or other compliance and regulatory issues.",Core,29.0,07/2012,Occupational Expert,Management Occupations
11-0000,Water Resource Specialists,15628,Develop plans to protect watershed health or rehabilitate watersheds.,Core,29.0,07/2012,Occupational Expert,Management Occupations
11-0000,Water Resource Specialists,15634,Develop strategies for watershed operations to meet water supply and conservation goals or to ensure regulatory compliance with clean water laws or regulations.,Core,29.0,07/2012,Occupational Expert,Management Occupations
11-0000,Water Resource Specialists,15627,Identify and characterize specific causes or sources of water pollution.,Core,29.0,07/2012,Occupational Expert,Management Occupations
11-0000,Water Resource Specialists,15621,"Write proposals, project reports, informational brochures, or other documents on wastewater purification, water supply and demand, or other water resource subjects.",Core,29.0,07/2012,Occupational Expert,Management Occupations
11-0000,Water Resource Specialists,15624,"Present water resource proposals to government, public interest groups, or community groups.",Core,29.0,07/2012,Occupational Expert,Management Occupations
11-0000,Water Resource Specialists,15616,"Review or evaluate designs for water detention facilities, storm drains, flood control facilities, or other hydraulic structures.",Core,29.0,07/2012,Occupational Expert,Management Occupations
11-0000,Water Resource Specialists,15635,"Conduct, or oversee the conduct of, chemical, physical, and biological water quality monitoring or sampling to ensure compliance with water quality standards.",Core,29.0,07/2012,Occupational Expert,Management Occupations
11-0000,Water Resource Specialists,15630,Conduct technical studies for water resources on topics such as pollutants and water treatment options.,Core,29.0,07/2012,Occupational Expert,Management Occupations
11-0000,Water Resource Specialists,15622,"Recommend new or revised policies, procedures, or regulations to support water resource or conservation goals.",Core,29.0,07/2012,Occupational Expert,Management Occupations
11-0000,Water Resource Specialists,15626,"Monitor water use, demand, or quality in a particular geographic area.",Core,29.0,07/2012,Occupational Expert,Management Occupations
11-0000,Water Resource Specialists,15633,Analyze storm water systems to identify opportunities for water resource improvements.,Core,29.0,07/2012,Occupational Expert,Management Occupations
11-0000,Water Resource Specialists,15623,Provide technical expertise to assist communities in the development or implementation of storm water monitoring or other water programs.,Core,29.0,07/2012,Occupational Expert,Management Occupations
11-0000,Water Resource Specialists,15619,"Compile water resource data, using geographic information systems (GIS) or global position systems (GPS) software.",Core,29.0,07/2012,Occupational Expert,Management Occupations
11-0000,Water Resource Specialists,15632,Conduct cost-benefit studies for watershed improvement projects or water management alternatives.,Core,29.0,07/2012,Occupational Expert,Management Occupations
11-0000,Water Resource Specialists,15629,Develop or implement standardized water monitoring and assessment methods.,Core,29.0,07/2012,Occupational Expert,Management Occupations
11-0000,Water Resource Specialists,15617,Negotiate for water rights with communities or water facilities to meet water supply demands.,Core,29.0,07/2012,Occupational Expert,Management Occupations
11-0000,Water Resource Specialists,15620,Compile and maintain documentation on the health of a body of water.,Core,29.0,07/2012,Occupational Expert,Management Occupations
