,soc_code,title,task_id,task,task_type,Incumbents Responding,Date,Domain Source,SOC Title
861,11-0000,Funeral Service Managers,18841,"Review financial statements, sales or activity reports, or other performance data to identify opportunities for cost reductions or service improvements.",Core,56.0,07/2014,Incumbent,Management Occupations
862,11-0000,Funeral Service Managers,18849,Identify skill development needs for funeral home staff.,Core,55.0,07/2014,Incumbent,Management Occupations
863,11-0000,Funeral Service Managers,18830,Attend or make presentations at community events to promote funeral home services or build community relationships.,Core,56.0,07/2014,Incumbent,Management Occupations
864,11-0000,Funeral Service Managers,18839,Plan and implement sales promotions or other marketing strategies and activities for funeral home operations.,Core,56.0,07/2014,Incumbent,Management Occupations
865,11-0000,Funeral Service Managers,18850,Interview and hire new employees.,Supplemental,56.0,07/2014,Incumbent,Management Occupations
866,11-0000,Funeral Service Managers,18831,Conduct market research and analyze industry trends.,Supplemental,56.0,07/2014,Incumbent,Management Occupations
867,11-0000,Gaming Managers,7186,"Remove suspected cheaters, such as card counters or other players who may have systems that shift the odds of winning to their favor.",Core,91.0,07/2014,Incumbent,Management Occupations
868,11-0000,Gaming Managers,7189,"Circulate among gaming tables to ensure that operations are conducted properly, that dealers follow house rules, or that players are not cheating.",Core,91.0,07/2014,Incumbent,Management Occupations
869,11-0000,Gaming Managers,7190,"Explain and interpret house rules, such as game rules or betting limits.",Core,91.0,07/2014,Incumbent,Management Occupations
870,11-0000,Gaming Managers,7196,Track supplies of money to tables and perform any required paperwork.,Core,91.0,07/2014,Incumbent,Management Occupations
871,11-0000,Gaming Managers,7185,Resolve customer complaints regarding problems such as payout errors.,Core,91.0,07/2014,Incumbent,Management Occupations
872,11-0000,Gaming Managers,20472,Market or promote the casino to bring in business.,Core,91.0,07/2014,Incumbent,Management Occupations
873,11-0000,Gaming Managers,7193,Prepare work schedules and station arrangements and keep attendance records.,Core,91.0,07/2014,Incumbent,Management Occupations
874,11-0000,Gaming Managers,7197,Set and maintain a bank and table limit for each game.,Core,91.0,07/2014,Incumbent,Management Occupations
875,11-0000,Gaming Managers,7187,"Maintain familiarity with all games used at a facility, as well as strategies or tricks employed in those games.",Core,90.0,07/2014,Incumbent,Management Occupations
876,11-0000,Gaming Managers,7191,"Monitor staffing levels to ensure that games and tables are adequately staffed for each shift, arranging for staff rotations and breaks and locating substitute employees as necessary.",Core,90.0,07/2014,Incumbent,Management Occupations
877,11-0000,Gaming Managers,7199,"Review operational expenses, budget estimates, betting accounts, or collection reports for accuracy.",Core,91.0,07/2014,Incumbent,Management Occupations
878,11-0000,Gaming Managers,7188,Train new workers or evaluate their performance.,Core,91.0,07/2014,Incumbent,Management Occupations
879,11-0000,Gaming Managers,7192,Interview and hire workers.,Core,91.0,07/2014,Incumbent,Management Occupations
880,11-0000,Gaming Managers,7194,"Direct the distribution of complimentary hotel rooms, meals, or other discounts or free items given to players, based on their length of play and betting totals.",Core,91.0,07/2014,Incumbent,Management Occupations
881,11-0000,Gaming Managers,7195,"Establish policies on issues such as the type of gambling offered and the odds, the extension of credit, or the serving of food and beverages.",Core,90.0,07/2014,Incumbent,Management Occupations
882,11-0000,Gaming Managers,7200,"Record, collect, or pay off bets, issuing receipts as necessary.",Supplemental,90.0,07/2014,Incumbent,Management Occupations
883,11-0000,Gaming Managers,7201,Direct the compilation of summary sheets that show wager amounts and payoffs for races or events.,Supplemental,91.0,07/2014,Incumbent,Management Occupations
884,11-0000,Gaming Managers,7198,Monitor credit extended to players.,Supplemental,91.0,07/2014,Incumbent,Management Occupations
885,11-0000,Gaming Managers,7202,Notify board attendants of table vacancies so that waiting patrons can play.,Supplemental,90.0,07/2014,Incumbent,Management Occupations
886,11-0000,Lodging Managers,1116,"Inspect guest rooms, public areas, and grounds for cleanliness and appearance.",Core,60.0,06/2010,Incumbent,Management Occupations
887,11-0000,Lodging Managers,1104,Greet and register guests.,Core,61.0,06/2010,Incumbent,Management Occupations
888,11-0000,Lodging Managers,1105,"Answer inquiries pertaining to hotel policies and services, and resolve occupants' complaints.",Core,61.0,06/2010,Incumbent,Management Occupations
889,11-0000,Lodging Managers,18599,Monitor the revenue activity of the hotel or facility.,Core,59.0,06/2010,Incumbent,Management Occupations
890,11-0000,Lodging Managers,1113,Train staff members.,Core,61.0,06/2010,Incumbent,Management Occupations
891,11-0000,Lodging Managers,1112,Observe and monitor staff performance to ensure efficient operations and adherence to facility's policies and procedures.,Core,60.0,06/2010,Incumbent,Management Occupations
892,11-0000,Lodging Managers,1107,"Coordinate front-office activities of hotels or motels, and resolve problems.",Core,60.0,06/2010,Incumbent,Management Occupations
893,11-0000,Lodging Managers,1108,"Participate in financial activities, such as the setting of room rates, the establishment of budgets, and the allocation of funds to departments.",Core,61.0,06/2010,Incumbent,Management Occupations
894,11-0000,Lodging Managers,18600,Collect payments and record data pertaining to funds and expenditures.,Core,60.0,06/2010,Incumbent,Management Occupations
895,11-0000,Lodging Managers,1111,Manage and maintain temporary or permanent lodging facilities.,Core,59.0,06/2010,Incumbent,Management Occupations
896,11-0000,Lodging Managers,1125,"Provide assistance to staff members by inspecting rooms, setting tables, or doing laundry.",Core,61.0,06/2010,Incumbent,Management Occupations
897,11-0000,Lodging Managers,1118,Interview and hire applicants.,Core,60.0,06/2010,Incumbent,Management Occupations
898,11-0000,Lodging Managers,1117,Prepare required paperwork pertaining to departmental functions.,Core,60.0,06/2010,Incumbent,Management Occupations
899,11-0000,Lodging Managers,1109,Confer and cooperate with other managers to ensure coordination of hotel activities.,Core,60.0,06/2010,Incumbent,Management Occupations
900,11-0000,Lodging Managers,1106,"Assign duties to workers, and schedule shifts.",Core,60.0,06/2010,Incumbent,Management Occupations
901,11-0000,Lodging Managers,1123,"Receive and process advance registration payments, mail letters of confirmation, or return checks when registrations cannot be accepted.",Core,61.0,06/2010,Incumbent,Management Occupations
902,11-0000,Lodging Managers,1114,"Show, rent, or assign accommodations.",Core,60.0,06/2010,Incumbent,Management Occupations
903,11-0000,Lodging Managers,1120,"Arrange telephone answering services, deliver mail and packages, or answer questions regarding locations for eating and entertainment.",Core,60.0,06/2010,Incumbent,Management Occupations
904,11-0000,Lodging Managers,1115,Develop and implement policies and procedures for the operation of a department or establishment.,Core,61.0,06/2010,Incumbent,Management Occupations
905,11-0000,Lodging Managers,1119,"Purchase supplies, and arrange for outside services, such as deliveries, laundry, maintenance and repair, and trash collection.",Core,60.0,06/2010,Incumbent,Management Occupations
906,11-0000,Lodging Managers,1121,Perform marketing and public relations activities.,Core,60.0,06/2010,Incumbent,Management Occupations
907,11-0000,Lodging Managers,1122,Organize and coordinate the work of staff and convention personnel for meetings to be held at a particular facility.,Supplemental,60.0,06/2010,Incumbent,Management Occupations
908,11-0000,Lodging Managers,1124,"Meet with clients to schedule and plan details of conventions, banquets, receptions and other functions.",Supplemental,60.0,06/2010,Incumbent,Management Occupations
909,11-0000,Lodging Managers,1126,Book tickets for guests for local tours and attractions.,Supplemental,61.0,06/2010,Incumbent,Management Occupations
